"","ID","YEAR","MONTH","DAY","VALUE.TMAX","VALUE.TMIN","VALUE.PRCP","VALUE.AWND","VALUE.FMTM","VALUE.PGTM","VALUE.WDF2","VALUE.WDF5","VALUE.WSF2","VALUE.WSF5","VALUE.WT01","VALUE.WT02","VALUE.WT05","VALUE.WT07","VALUE.WT08","VALUE.WT09","VALUE.WT13","VALUE.WT16","VALUE.WT03","VALUE.WT22","VALUE.SNOW","VALUE.WT18","VALUE.SNWD","date"
"155510","USW00093209",2011,1,18,178,50,0,38,1637,1740,90,100,80,80,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-01-18 12:00:00
"155511","USW00093209",2011,1,19,183,6,0,24,1601,NA,90,NA,80,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-01-19 12:00:00
"155512","USW00093209",2011,1,20,217,6,0,20,1515,NA,70,NA,67,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-01-20 12:00:00
"155513","USW00093209",2011,1,21,222,0,0,13,1641,NA,100,NA,40,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-01-21 12:00:00
"155514","USW00093209",2011,1,22,211,11,0,18,1636,NA,100,NA,76,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-01-22 12:00:00
"155515","USW00093209",2011,1,23,228,17,0,9,522,NA,20,NA,36,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-01-23 12:00:00
"155516","USW00093209",2011,1,24,228,6,0,8,745,NA,120,NA,36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-24 12:00:00
"155517","USW00093209",2011,1,25,228,17,0,15,1717,NA,90,NA,54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-25 12:00:00
"155518","USW00093209",2011,1,26,239,6,0,9,2201,NA,140,NA,31,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-26 12:00:00
"155519","USW00093209",2011,1,27,233,0,0,9,1725,NA,100,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-27 12:00:00
"155520","USW00093209",2011,1,28,228,0,0,9,1856,NA,310,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-28 12:00:00
"155521","USW00093209",2011,1,29,133,33,0,15,1529,NA,200,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-29 12:00:00
"155522","USW00093209",2011,1,30,139,50,18,33,1435,NA,260,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-30 12:00:00
"155523","USW00093209",2011,1,31,161,33,0,13,1740,NA,100,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-31 12:00:00
"155837","USW00093209",2011,2,1,161,39,0,25,1808,1103,90,100,72,94,1,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,2011-02-01 12:00:00
"155838","USW00093209",2011,2,2,172,-6,0,10,1708,1534,90,120,58,98,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2011-02-02 12:00:00
"155839","USW00093209",2011,2,3,172,-22,0,9,1850,1321,100,330,54,94,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2011-02-03 12:00:00
"155840","USW00093209",2011,2,4,189,-11,0,20,1620,1817,90,100,67,76,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2011-02-04 12:00:00
"155841","USW00093209",2011,2,5,217,6,0,18,1037,1036,100,140,63,116,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2011-02-05 12:00:00
"155842","USW00093209",2011,2,6,228,39,0,25,1709,1747,90,260,63,94,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-02-06 12:00:00
"155843","USW00093209",2011,2,7,244,17,0,22,2015,2010,320,320,72,94,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-02-07 12:00:00
"155844","USW00093209",2011,2,8,167,11,0,29,1737,1644,60,70,72,103,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-02-08 12:00:00
"155845","USW00093209",2011,2,9,178,-28,0,24,1554,1531,80,70,72,89,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-02-09 12:00:00
"155846","USW00093209",2011,2,10,194,-39,0,15,1430,1753,90,80,45,94,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-02-10 12:00:00
"155847","USW00093209",2011,2,11,222,-28,0,21,1422,1758,70,130,67,116,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-02-11 12:00:00
"155848","USW00093209",2011,2,12,244,-22,0,10,1622,641,220,150,45,112,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-02-12 12:00:00
"155849","USW00093209",2011,2,13,222,-33,0,17,2109,1752,240,220,67,148,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-02-13 12:00:00
"155850","USW00093209",2011,2,14,144,39,5,23,1742,1721,190,240,58,143,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-02-14 12:00:00
"155851","USW00093209",2011,2,15,161,94,0,30,1749,708,220,190,80,170,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-02-15 12:00:00
"155852","USW00093209",2011,2,16,133,28,61,47,1405,1610,290,170,103,170,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-16 12:00:00
"155853","USW00093209",2011,2,17,133,11,56,52,1511,1101,190,210,130,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-17 12:00:00
"155854","USW00093209",2011,2,18,128,78,211,38,1612,1600,160,170,134,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-18 12:00:00
"155855","USW00093209",2011,2,19,78,22,152,22,1239,1043,210,90,76,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-19 12:00:00
"155856","USW00093209",2011,2,20,122,28,0,13,1909,1700,110,140,40,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-20 12:00:00
"155857","USW00093209",2011,2,21,122,28,0,13,1557,1123,210,200,58,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-21 12:00:00
"155858","USW00093209",2011,2,22,144,11,0,12,2117,1604,310,20,54,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-22 12:00:00
"155859","USW00093209",2011,2,23,133,6,0,16,754,1450,110,270,67,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-23 12:00:00
"155860","USW00093209",2011,2,24,133,0,0,21,1752,802,230,230,63,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-24 12:00:00
"155861","USW00093209",2011,2,25,111,44,152,53,1123,NA,200,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-25 12:00:00
"155862","USW00093209",2011,2,26,89,6,0,14,1604,NA,20,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-26 12:00:00
"155863","USW00093209",2011,2,27,133,-22,0,13,1452,NA,150,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-27 12:00:00
"155864","USW00093209",2011,2,28,144,-6,0,16,803,NA,180,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-28 12:00:00
"156152","USW00093209",2011,3,1,144,-6,0,17,1519,1756,230,160,76,94,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2011-03-01 12:00:00
"156153","USW00093209",2011,3,2,133,78,15,25,1232,721,190,50,58,103,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2011-03-02 12:00:00
"156154","USW00093209",2011,3,3,200,89,0,14,2133,811,300,90,58,219,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-03 12:00:00
"156155","USW00093209",2011,3,4,211,33,0,17,1334,1309,110,90,58,76,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-04 12:00:00
"156156","USW00093209",2011,3,5,211,33,0,20,1233,1430,80,80,63,72,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-05 12:00:00
"156157","USW00093209",2011,3,6,156,83,3,27,1651,1838,230,150,76,112,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-06 12:00:00
"156158","USW00093209",2011,3,7,156,78,0,62,1739,731,330,340,107,143,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-07 12:00:00
"156159","USW00093209",2011,3,8,178,44,0,19,900,1701,90,310,45,103,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-08 12:00:00
"156160","USW00093209",2011,3,9,222,50,0,19,1249,1022,90,150,67,103,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-09 12:00:00
"156161","USW00093209",2011,3,10,233,56,0,22,1702,2311,320,320,89,134,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-10 12:00:00
"156162","USW00093209",2011,3,11,178,78,0,31,1748,1045,350,330,63,103,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-11 12:00:00
"156163","USW00093209",2011,3,12,206,39,0,17,905,1610,30,200,58,139,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-12 12:00:00
"156164","USW00093209",2011,3,13,222,44,0,19,1657,2143,270,160,58,197,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-13 12:00:00
"156165","USW00093209",2011,3,14,228,72,0,20,2218,4,330,160,67,170,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-03-14 12:00:00
"156166","USW00093209",2011,3,15,250,111,0,22,2314,1525,230,240,63,80,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-03-15 12:00:00
"156167","USW00093209",2011,3,16,200,83,0,44,1505,1849,320,180,98,94,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-03-16 12:00:00
"156168","USW00093209",2011,3,17,189,22,0,17,1417,1005,120,170,54,125,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-03-17 12:00:00
"156169","USW00093209",2011,3,18,156,0,97,35,1610,1504,210,200,107,156,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-03-18 12:00:00
"156170","USW00093209",2011,3,19,111,56,180,51,2144,1627,160,220,130,80,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-03-19 12:00:00
"156171","USW00093209",2011,3,20,111,56,513,31,49,1428,200,180,107,116,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-20 12:00:00
"156172","USW00093209",2011,3,21,117,33,74,19,1538,2103,230,310,67,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-21 12:00:00
"156173","USW00093209",2011,3,22,144,33,3,22,1433,1459,240,300,76,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-22 12:00:00
"156174","USW00093209",2011,3,23,117,67,41,46,1147,1838,180,330,94,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-23 12:00:00
"156175","USW00093209",2011,3,24,117,72,178,47,1520,910,200,330,112,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-24 12:00:00
"156176","USW00093209",2011,3,25,139,56,5,25,1705,NA,230,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-25 12:00:00
"156177","USW00093209",2011,3,26,133,83,5,38,1329,NA,180,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-26 12:00:00
"156178","USW00093209",2011,3,27,178,72,0,26,2104,NA,310,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-27 12:00:00
"156179","USW00093209",2011,3,28,189,56,0,15,1704,NA,100,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-28 12:00:00
"156180","USW00093209",2011,3,29,217,39,0,25,1626,NA,320,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-29 12:00:00
"156181","USW00093209",2011,3,30,239,67,0,21,1818,NA,90,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-30 12:00:00
"156182","USW00093209",2011,3,31,294,83,0,20,1805,NA,110,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-31 12:00:00
"156505","USW00093209",2011,4,1,306,100,0,19,1542,1541,210,200,89,107,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2011-04-01 12:00:00
"156506","USW00093209",2011,4,2,194,100,0,32,1628,1522,210,210,98,130,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-04-02 12:00:00
"156507","USW00093209",2011,4,3,217,72,0,21,1849,820,100,230,58,98,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-04-03 12:00:00
"156508","USW00093209",2011,4,4,256,50,0,17,1139,847,110,350,72,116,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-04-04 12:00:00
"156509","USW00093209",2011,4,5,267,67,0,31,2141,2157,310,310,89,103,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-04-05 12:00:00
"156510","USW00093209",2011,4,6,244,61,0,43,1915,1935,310,310,116,143,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-04-06 12:00:00
"156511","USW00093209",2011,4,7,117,28,61,32,1347,1346,330,330,107,130,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-04-07 12:00:00
"156512","USW00093209",2011,4,8,117,0,8,18,1330,1753,10,320,72,134,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-04-08 12:00:00
"156513","USW00093209",2011,4,9,194,0,0,31,1714,1659,330,330,94,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-09 12:00:00
"156514","USW00093209",2011,4,10,200,17,0,21,2114,808,260,310,67,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-10 12:00:00
"156515","USW00093209",2011,4,11,211,44,0,22,1954,1423,300,350,67,112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-11 12:00:00
"156516","USW00093209",2011,4,12,211,56,0,31,2231,1744,300,320,72,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-12 12:00:00
"156517","USW00093209",2011,4,13,183,44,0,42,1657,1754,340,330,89,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-13 12:00:00
"156518","USW00093209",2011,4,14,217,22,0,20,2119,808,310,300,31,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-14 12:00:00
"156519","USW00093209",2011,4,15,256,44,0,22,1734,1631,320,190,72,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-15 12:00:00
"156520","USW00093209",2011,4,16,278,78,0,31,1733,525,330,180,80,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-16 12:00:00
"156521","USW00093209",2011,4,17,267,117,0,43,2202,1510,320,210,72,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-17 12:00:00
"156522","USW00093209",2011,4,18,244,100,0,34,1632,1415,190,210,89,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-18 12:00:00
"156523","USW00093209",2011,4,19,250,78,0,16,1722,1810,210,330,67,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-19 12:00:00
"156524","USW00093209",2011,4,20,211,78,8,23,1933,2101,190,300,76,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-20 12:00:00
"156525","USW00093209",2011,4,21,211,78,0,36,1522,2232,200,320,89,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-21 12:00:00
"156526","USW00093209",2011,4,22,233,33,0,22,1352,2003,230,310,72,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-22 12:00:00
"156527","USW00093209",2011,4,23,217,67,0,29,1444,2344,200,310,89,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-23 12:00:00
"156528","USW00093209",2011,4,24,200,94,0,43,1811,1753,330,340,80,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-24 12:00:00
"156529","USW00093209",2011,4,25,250,56,0,41,2125,1342,320,60,89,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-25 12:00:00
"156530","USW00093209",2011,4,26,239,67,0,47,755,NA,320,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-26 12:00:00
"156531","USW00093209",2011,4,27,267,39,0,30,2003,NA,310,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-27 12:00:00
"156532","USW00093209",2011,4,28,267,50,0,45,2345,NA,320,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-28 12:00:00
"156533","USW00093209",2011,4,29,233,56,0,58,1754,NA,330,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-29 12:00:00
"156534","USW00093209",2011,4,30,250,0,0,27,1251,NA,40,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-30 12:00:00
"156821","USW00093209",2011,5,1,272,11,0,14,1650,2027,210,320,63,116,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2011-05-01 12:00:00
"156822","USW00093209",2011,5,2,306,33,0,21,2027,2030,330,310,98,80,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2011-05-02 12:00:00
"156823","USW00093209",2011,5,3,306,50,0,19,2030,501,310,80,67,89,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-05-03 12:00:00
"156824","USW00093209",2011,5,4,328,67,0,21,1048,1535,90,210,58,98,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-05-04 12:00:00
"156825","USW00093209",2011,5,5,344,94,0,24,1535,2016,200,310,80,107,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-05-05 12:00:00
"156826","USW00093209",2011,5,6,322,83,0,35,2017,1647,300,200,80,98,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-05-06 12:00:00
"156827","USW00093209",2011,5,7,256,78,0,47,1624,718,200,210,80,76,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-05-07 12:00:00
"156828","USW00093209",2011,5,8,206,89,0,44,1735,1733,310,360,67,161,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011-05-08 12:00:00
"156829","USW00093209",2011,5,9,217,67,0,39,1734,1214,30,320,130,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-09 12:00:00
"156830","USW00093209",2011,5,10,261,22,0,31,1214,1629,320,200,98,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-10 12:00:00
"156831","USW00093209",2011,5,11,261,78,0,34,1631,1940,210,300,94,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-11 12:00:00
"156832","USW00093209",2011,5,12,306,61,0,25,1945,1559,310,210,89,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-12 12:00:00
"156833","USW00093209",2011,5,13,278,72,0,38,1558,1748,210,220,98,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-13 12:00:00
"156834","USW00093209",2011,5,14,183,61,15,38,1745,1655,210,120,94,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-14 12:00:00
"156835","USW00093209",2011,5,15,150,50,79,34,1317,1656,230,160,80,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-15 12:00:00
"156836","USW00093209",2011,5,16,156,44,76,33,1627,1638,220,240,72,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-16 12:00:00
"156837","USW00093209",2011,5,17,139,94,25,34,1415,1624,220,330,63,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-17 12:00:00
"156838","USW00093209",2011,5,18,194,78,0,45,1837,1738,340,230,98,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-18 12:00:00
"156839","USW00093209",2011,5,19,244,67,0,28,2028,2211,300,320,72,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-19 12:00:00
"156840","USW00093209",2011,5,20,272,83,0,33,2127,1232,310,320,89,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-20 12:00:00
"156841","USW00093209",2011,5,21,278,100,0,52,1233,1529,330,330,98,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-21 12:00:00
"156842","USW00093209",2011,5,22,244,83,0,58,1530,935,320,330,107,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-22 12:00:00
"156843","USW00093209",2011,5,23,228,61,0,54,1824,1926,320,320,98,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-23 12:00:00
"156844","USW00093209",2011,5,24,267,50,0,35,1931,1343,310,200,80,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-24 12:00:00
"156845","USW00093209",2011,5,25,239,56,0,35,1412,2001,250,300,103,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-25 12:00:00
"156846","USW00093209",2011,5,26,256,56,0,36,2046,1950,310,310,89,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-26 12:00:00
"156847","USW00093209",2011,5,27,278,89,0,45,1955,1601,310,200,98,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-27 12:00:00
"156848","USW00093209",2011,5,28,244,89,3,51,1602,24,190,340,94,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-28 12:00:00
"156849","USW00093209",2011,5,29,217,61,3,58,1241,1819,330,210,103,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-29 12:00:00
"156850","USW00093209",2011,5,30,256,33,0,31,1820,1856,200,220,94,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-30 12:00:00
"156851","USW00093209",2011,5,31,217,17,0,29,1243,NA,220,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-31 12:00:00
"157153","USW00093209",2011,6,1,222,44,0,31,1554,1859,260,100,76,139,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2011-06-01 12:00:00
"157154","USW00093209",2011,6,2,233,39,0,38,2000,522,320,10,103,134,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-06-02 12:00:00
"157155","USW00093209",2011,6,3,250,56,0,24,1515,1515,210,200,94,116,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-06-03 12:00:00
"157156","USW00093209",2011,6,4,167,122,20,50,1610,1053,180,160,98,143,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-06-04 12:00:00
"157157","USW00093209",2011,6,5,183,117,43,30,1628,1837,240,250,94,112,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-06-05 12:00:00
"157158","USW00093209",2011,6,6,228,100,8,25,2204,2211,320,320,80,107,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2011-06-06 12:00:00
"157159","USW00093209",2011,6,7,272,83,0,32,2117,2117,310,310,76,98,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-06-07 12:00:00
"157160","USW00093209",2011,6,8,261,100,0,35,1606,1657,200,200,94,112,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-06-08 12:00:00
"157161","USW00093209",2011,6,9,306,94,0,34,1850,1849,310,310,80,103,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-06-09 12:00:00
"157162","USW00093209",2011,6,10,300,106,0,48,1649,1647,300,300,103,125,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-06-10 12:00:00
"157163","USW00093209",2011,6,11,267,106,0,61,1507,1427,320,290,98,125,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-06-11 12:00:00
"157164","USW00093209",2011,6,12,283,122,0,37,1658,1657,200,210,94,107,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2011-06-12 12:00:00
"157165","USW00093209",2011,6,13,333,106,0,43,2004,1802,310,310,98,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-13 12:00:00
"157166","USW00093209",2011,6,14,372,117,0,27,1735,1734,340,330,76,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-14 12:00:00
"157167","USW00093209",2011,6,15,350,133,0,27,1444,1451,210,210,80,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-15 12:00:00
"157168","USW00093209",2011,6,16,217,100,0,52,1515,1609,210,200,112,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-16 12:00:00
"157169","USW00093209",2011,6,17,239,83,0,43,1600,357,210,210,107,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-17 12:00:00
"157170","USW00093209",2011,6,18,272,94,0,32,1645,1622,190,200,98,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-18 12:00:00
"157171","USW00093209",2011,6,19,333,100,0,26,1623,349,200,250,76,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-19 12:00:00
